facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118.0,CLARK,(702) 853-3000,97.0,2.0,1.0,98.0,88.0,9.0,3.0,93.0,82.0,15.0,3.0,93.0,76.0,19.0,5.0,89.0,,2147.0,446.0,21.0,07/01/2023,06/30/2024
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148.0,CLARK,(702) 880-2100,,,,,,,,,,,,,,,,,4,,,,,
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521.0,WASHOE,(775) 982-7063,,,,,,,,,,,,,,,,,4,,,,,
290053,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113.0,CLARK,(702) 492-8509,,,,,,,,,,,,,,,,,4,,,,,
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149.0,CLARK,(702) 835-9700,94.0,5.0,1.0,96.0,88.0,10.0,2.0,93.0,81.0,16.0,3.0,92.0,79.0,17.0,4.0,92.0,,2218.0,387.0,17.0,07/01/2023,06/30/2024
290057,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011.0,CLARK,(702) 963-7000,95.0,4.0,1.0,97.0,90.0,8.0,2.0,94.0,86.0,11.0,3.0,94.0,84.0,14.0,2.0,94.0,,6778.0,1428.0,21.0,07/01/2023,06/30/2024
290061,NORTHERN NEVADA SIERRA MEDICAL CENTER,6500 LONGLEY LANE,RENO,NV,89511.0,WASHOE,(775) 799-7320,95.0,4.0,1.0,97.0,88.0,10.0,2.0,93.0,87.0,10.0,3.0,94.0,86.0,12.0,2.0,94.0,,1993.0,523.0,26.0,07/01/2023,06/30/2024
291306,CARSON VALLEY HEALTH,1107 HIGHWAY 395,GARDNERVILLE,NV,89410.0,DOUGLAS,(775) 782-1500,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,89.0,10.0,1.0,96.0,88.0,10.0,2.0,95.0,,989.0,329.0,33.0,07/01/2023,06/30/2024
291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027.0,CLARK,(702) 346-8040,,,,,,,,,,,,,,,,,4,,,,,
300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301.0,MERRIMACK,(603) 225-2711,,,,,,,,,,,,,,,,,4,,,,,
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756.0,GRAFTON,(603) 650-5000,96.0,3.0,1.0,98.0,92.0,6.0,2.0,95.0,87.0,11.0,2.0,94.0,86.0,12.0,2.0,94.0,,4595.0,1368.0,30.0,07/01/2023,06/30/2024
300005,CONCORD HOSPITAL- LACONIA,80 HIGHLAND ST,LACONIA,NH,3246.0,BELKNAP,(603) 524-3211,,,,,,,,,,,,,,,,,4,,,,,
300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,3060.0,HILLSBOROUGH,(603) 882-3000,97.0,3.0,0.0,99.0,95.0,4.0,1.0,97.0,88.0,10.0,2.0,95.0,85.0,13.0,2.0,94.0,,3360.0,844.0,25.0,07/01/2023,06/30/2024
300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103.0,HILLSBOROUGH,(603) 669-5300,,,,,,,,,,,,,,,,,4,,,,,
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,3867.0,STRAFFORD,(603) 332-5211,,,,,,,,,,,,,,,,,4,,,,,
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY,NH,3038.0,ROCKINGHAM,(603) 421-2100,,,,,,,,,,,,,,,,,4,,,,,
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,3820.0,STRAFFORD,(603) 740-2580,,,,,,,,,,,,,,,,,4,,,,,
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,3431.0,CHESHIRE,(603) 354-5400,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,84.0,13.0,3.0,93.0,78.0,20.0,2.0,92.0,,8345.0,2520.0,30.0,07/01/2023,06/30/2024
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060.0,HILLSBOROUGH,(603) 577-2000,,,,,,,,,,,,,,,,,4,,,,,
300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,3833.0,ROCKINGHAM,(603) 778-7311,,,,,,,,,,,,,,,,,4,,,,,
300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801.0,ROCKINGHAM,(603) 436-5110,,,,,,,,,,,,,,,,,4,,,,,
300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102.0,HILLSBOROUGH,(603) 668-3545,,,,,,,,,,,,,,,,,4,,,,,
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,3576.0,COOS,(603) 237-4971,99.0,1.0,0.0,99.0,96.0,3.0,1.0,98.0,95.0,5.0,0.0,98.0,87.0,12.0,1.0,95.0,3,252.0,91.0,36.0,07/01/2023,06/30/2024
301302,LITTLETON REGIONAL HEALTHCARE,600 ST JOHNSBURY ROAD,LITTLETON,NH,3561.0,GRAFTON,(603) 444-9000,,,,,,,,,,,,,,,,,4,,,,,
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER,NH,3584.0,COOS,(603) 788-4911,97.0,2.0,1.0,98.0,93.0,6.0,1.0,96.0,87.0,11.0,2.0,94.0,86.0,12.0,2.0,94.0,,388.0,115.0,30.0,07/01/2023,06/30/2024
301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,NH,3257.0,MERRIMACK,(603) 526-2911,,,,,,,,,,,,,,,,,4,,,,,
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766.0,GRAFTON,(603) 448-3121,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,89.0,10.0,1.0,95.0,93.0,6.0,1.0,97.0,,2266.0,812.0,36.0,07/01/2023,06/30/2024
301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,3458.0,HILLSBOROUGH,(603) 924-7191,99.0,1.0,0.0,99.0,94.0,5.0,1.0,97.0,90.0,9.0,1.0,96.0,90.0,9.0,1.0,96.0,,1576.0,561.0,36.0,07/01/2023,06/30/2024
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,3570.0,COOS,(603) 752-2200,97.0,3.0,0.0,99.0,94.0,5.0,1.0,97.0,83.0,13.0,4.0,93.0,77.0,19.0,4.0,90.0,,837.0,242.0,29.0,07/01/2023,06/30/2024
301312,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,3894.0,CARROLL,(603) 569-7500,99.0,1.0,0.0,99.0,95.0,4.0,1.0,97.0,91.0,8.0,1.0,95.0,86.0,13.0,1.0,95.0,,1419.0,382.0,27.0,07/01/2023,06/30/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,7112.0,ESSEX,(973) 926-7850,94.0,5.0,1.0,97.0,88.0,9.0,3.0,93.0,81.0,15.0,4.0,92.0,73.0,23.0,4.0,89.0,,7296.0,980.0,13.0,07/01/2023,06/30/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,8822.0,HUNTERDON,(908) 788-6100,,,,,,,,,,,,,,,,,4,,,,,
310006,ST MARY'S GENERAL HOSPITAL,350 BOULEVARD,PASSAIC,NJ,7055.0,PASSAIC,(973) 365-4300,,,,,,,,,,,,,,,,,4,,,,,
310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666.0,BERGEN,(201) 833-3000,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,89.0,10.0,1.0,95.0,89.0,10.0,1.0,95.0,,2809.0,747.0,27.0,07/01/2023,06/30/2024
310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAASS DRIVE,BELLEVILLE,NJ,7109.0,ESSEX,(973) 450-2000,96.0,4.0,0.0,98.0,89.0,9.0,2.0,93.0,80.0,18.0,2.0,92.0,74.0,24.0,2.0,91.0,,2856.0,503.0,18.0,07/01/2023,06/30/2024
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,8536.0,MIDDLESEX,(609) 853-6500,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,91.0,8.0,1.0,96.0,91.0,7.0,2.0,96.0,,1601.0,446.0,28.0,07/01/2023,06/30/2024
310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE,NJ,8210.0,CAPE MAY,(609) 463-2000,,,,,,,,,,,,,,,,,4,,,,,
310012,VALLEY HOSPITAL,4 VALLEY HEALTH PLAZA,PARAMUS,NJ,7652.0,BERGEN,(201) 447-8000,,,,,,,,,,,,,,,,,4,,,,,
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,8103.0,CAMDEN,(856) 342-2000,,,,,,,,,,,,,,,,,4,,,,,
310015,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,NJ,7960.0,MORRIS,(973) 971-5000,,,,,,,,,,,,,,,,,4,,,,,
310017,CHILTON MEDICAL CENTER,97 WEST PARKWAY,POMPTON PLAINS,NJ,7444.0,MORRIS,(973) 831-5000,,,,,,,,,,,,,,,,,4,,,,,
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER INC,703 MAIN ST,PATERSON,NJ,7503.0,PASSAIC,(973) 754-2010,96.0,3.0,1.0,98.0,90.0,8.0,2.0,94.0,83.0,13.0,4.0,93.0,80.0,18.0,2.0,93.0,,2930.0,480.0,16.0,07/01/2023,06/30/2024
310022,WEST JERSEY HOSPITAL,100 BOWMAN DRIVE,VOORHEES,NJ,8043.0,CAMDEN,(856) 247-3000,,,,,,,,,,,,,,,,,4,,,,,
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,7065.0,UNION,(732) 381-4200,98.0,2.0,0.0,99.0,91.0,7.0,2.0,95.0,87.0,12.0,1.0,94.0,84.0,15.0,1.0,94.0,,2017.0,429.0,21.0,07/01/2023,06/30/2024
310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,7207.0,UNION,(908) 994-5000,96.0,4.0,0.0,98.0,88.0,9.0,3.0,92.0,82.0,15.0,3.0,93.0,78.0,19.0,3.0,91.0,,4712.0,721.0,15.0,07/01/2023,06/30/2024
310028,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,NJ,7860.0,SUSSEX,(973) 383-2121,,,,,,,,,,,,,,,,,4,,,,,
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,1600 HADDON AVENUE,CAMDEN,NJ,8103.0,CAMDEN,(856) 886-5373,,,,,,,,,,,,,,,,,4,,,,,
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,8015.0,BURLINGTON,(609) 893-6611,96.0,3.0,1.0,98.0,87.0,9.0,4.0,91.0,88.0,10.0,2.0,95.0,91.0,6.0,3.0,95.0,,1403.0,463.0,35.0,07/01/2023,06/30/2024
310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,VINELAND,NJ,8360.0,CUMBERLAND,(856) 641-8000,,,,,,,,,,,,,,,,,4,,,,,
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,8901.0,MIDDLESEX,(732) 828-3000,96.0,4.0,0.0,98.0,91.0,7.0,2.0,94.0,85.0,12.0,3.0,94.0,82.0,16.0,2.0,93.0,,6000.0,1243.0,21.0,07/01/2023,06/30/2024
310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,8755.0,OCEAN,(732) 557-8000,97.0,3.0,0.0,98.0,88.0,9.0,3.0,93.0,83.0,15.0,2.0,93.0,73.0,25.0,2.0,90.0,,2163.0,659.0,30.0,07/01/2023,06/30/2024
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,8534.0,MERCER,(609) 303-4000,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,89.0,9.0,2.0,95.0,86.0,12.0,2.0,94.0,,4352.0,968.0,22.0,07/01/2023,06/30/2024
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,7631.0,BERGEN,(201) 894-3000,,,,,,,,,,,,,,,,,4,,,,,
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,8244.0,ATLANTIC,(609) 653-3500,97.0,3.0,0.0,98.0,90.0,7.0,3.0,94.0,86.0,11.0,3.0,94.0,83.0,13.0,4.0,93.0,,1655.0,353.0,21.0,07/01/2023,06/30/2024
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,8876.0,SOMERSET,(908) 685-2200,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,87.0,11.0,2.0,94.0,82.0,15.0,3.0,93.0,,4267.0,1130.0,26.0,07/01/2023,06/30/2024
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,7834.0,MORRIS,(973) 983-5569,,,,,,,,,,,,,,,,,4,,,,,
310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7901.0,UNION,(908) 522-2000,,,,,,,,,,,,,,,,,4,,,,,
310054,HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,1 BAY AVENUE,MONTCLAIR,NJ,7042.0,ESSEX,(973) 429-6000,,,,,,,,,,,,,,,,,4,,,,,
310057,VIRTUA MOUNT HOLLY HOSPITAL,175 MADISON AVE,MOUNT HOLLY,NJ,8060.0,BURLINGTON,(609) 267-0700,,,,,,,,,,,,,,,,,4,,,,,
310058,BERGEN NEW BRIDGE MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,7652.0,BERGEN,(201) 967-4000,96.0,4.0,0.0,98.0,89.0,8.0,3.0,93.0,87.0,8.0,5.0,94.0,84.0,11.0,5.0,92.0,,1438.0,154.0,11.0,07/01/2023,06/30/2024
310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,8865.0,WARREN,(908) 847-6700,,,,,,,,,,,,,,,,,4,,,,,
310061,VIRTUA WILLINGBORO HOSPITAL,218A SUNSET ROAD,WILLINGBORO,NJ,8046.0,BURLINGTON,(609) 835-2900,,,,,,,,,,,,,,,,,4,,,,,
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,8401.0,ATLANTIC,(609) 441-8020,,,,,,,,,,,,,,,,,4,,,,,
310069,INSPIRA MEDICAL CENTER MULLICA HILL,700 MULLICA HILL RD,MULLICA HILL,NJ,8062.0,GLOUCESTER,(856) 508-1000,,,,,,,,,,,,,,,,,4,,,,,
310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,JERSEY CITY,NJ,7302.0,HUDSON,(201) 915-2000,,,,,,,,,,,,,,,,,4,,,,,
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,7740.0,MONMOUTH,(732) 222-5200,97.0,3.0,0.0,98.0,91.0,7.0,2.0,94.0,86.0,12.0,2.0,94.0,83.0,16.0,1.0,94.0,,2765.0,635.0,23.0,07/01/2023,06/30/2024
310076,COOPERMAN BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,7039.0,ESSEX,(973) 322-5000,,,,,,,,,,,,,,,,,4,,,,,
310083,CAREWELL HEALTH MEDICAL CENTER,300 CENTRAL AVE,EAST ORANGE,NJ,7018.0,ESSEX,(973) 672-8400,,,,,,,,,,,,,,,,,4,,,,,
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,LAKEWOOD,NJ,8701.0,OCEAN,(732) 363-1900,97.0,2.0,1.0,98.0,90.0,8.0,2.0,94.0,86.0,11.0,3.0,94.0,80.0,17.0,3.0,92.0,,1803.0,480.0,27.0,07/01/2023,06/30/2024
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,750 BRUNSWICK AVE,TRENTON,NJ,8638.0,MERCER,(609) 394-6000,94.0,5.0,1.0,97.0,91.0,8.0,1.0,95.0,78.0,16.0,6.0,90.0,66.0,31.0,3.0,88.0,,830.0,135.0,16.0,07/01/2023,06/30/2024
310096,SAINT MICHAEL'S MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,7102.0,ESSEX,(973) 877-5350,,,,,,,,,,,,,,,,,4,,,,,
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,8690.0,MERCER,(609) 586-7900,97.0,3.0,0.0,98.0,91.0,7.0,2.0,94.0,85.0,12.0,3.0,93.0,77.0,20.0,3.0,91.0,,3460.0,783.0,23.0,07/01/2023,06/30/2024
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,7728.0,MONMOUTH,(732) 294-7012,98.0,2.0,0.0,99.0,90.0,8.0,2.0,94.0,86.0,12.0,2.0,94.0,82.0,16.0,2.0,93.0,,4373.0,1134.0,26.0,07/01/2023,06/30/2024
310115,HACKETTSTOWN MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840.0,WARREN,(908) 852-5100,,,,,,,,,,,,,,,,,4,,,,,
310118,HUDSON REGIONAL HOSPITAL,55 MEADOWLANDS PKWY,SECAUCUS,NJ,7094.0,HUDSON,(201) 392-3200,,,,,,,,,,,,,,,,,4,,,,,
310119,THE UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,7103.0,ESSEX,(973) 972-5658,95.0,4.0,1.0,97.0,90.0,7.0,3.0,94.0,79.0,17.0,4.0,92.0,77.0,20.0,3.0,90.0,,3270.0,382.0,12.0,07/01/2023,06/30/2024
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,250 OLD HOOK ROAD,WESTWOOD,NJ,7675.0,BERGEN,(201) 383-1035,,,,,,,,,,,,,,,,,4,,,,,
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106.0,BERNALILLO,(505) 272-2111,94.0,5.0,1.0,96.0,91.0,7.0,2.0,94.0,80.0,16.0,4.0,92.0,80.0,17.0,3.0,92.0,,4749.0,726.0,17.0,07/01/2023,06/30/2024
320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505.0,SANTA FE,(505) 913-3361,,,,,,,,,,,,,,,,,4,,,,,
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 SCENIC DRIVE,ALAMOGORDO,NM,88310.0,OTERO,(575) 439-6100,,,,,,,,,,,,,,,,,4,,,,,
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET,FARMINGTON,NM,87401.0,SAN JUAN,(505) 609-2000,96.0,4.0,0.0,98.0,91.0,8.0,1.0,95.0,77.0,21.0,2.0,92.0,67.0,31.0,2.0,88.0,,1903.0,398.0,21.0,07/01/2023,06/30/2024
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,ROSWELL,NM,88201.0,CHAVES,(575) 624-8722,,,,,,,,,,,,,,,,,4,,,,,
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102.0,BERNALILLO,(505) 727-8000,,,,,,,,,,,,,,,,,4,,,,,
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532.0,RIO ARRIBA,(505) 753-1502,96.0,4.0,0.0,98.0,88.0,11.0,1.0,93.0,83.0,14.0,3.0,94.0,83.0,17.0,0.0,94.0,,1391.0,249.0,18.0,07/01/2023,06/30/2024
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109.0,BERNALILLO,(505) 727-7805,,,,,,,,,,,,,,,,,4,,,,,
320018,MEMORIAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011.0,DONA ANA,(575) 522-8641,93.0,6.0,1.0,96.0,88.0,9.0,3.0,93.0,75.0,18.0,7.0,89.0,70.0,26.0,4.0,88.0,,1977.0,376.0,19.0,07/01/2023,06/30/2024
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106.0,BERNALILLO,(505) 923-5364,96.0,4.0,0.0,98.0,87.0,10.0,3.0,92.0,83.0,14.0,3.0,93.0,81.0,17.0,2.0,92.0,,14726.0,3226.0,22.0,07/01/2023,06/30/2024
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101.0,CURRY,(575) 769-6332,97.0,3.0,0.0,98.0,92.0,7.0,1.0,96.0,77.0,19.0,4.0,91.0,68.0,29.0,3.0,88.0,,2016.0,265.0,13.0,07/01/2023,06/30/2024
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210.0,EDDY,(575) 748-3333,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,88.0,11.0,1.0,95.0,86.0,13.0,1.0,95.0,,1493.0,377.0,25.0,07/01/2023,06/30/2024
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544.0,LOS ALAMOS,(505) 662-4201,96.0,4.0,0.0,98.0,93.0,6.0,1.0,96.0,84.0,14.0,2.0,93.0,79.0,19.0,2.0,92.0,,832.0,239.0,29.0,07/01/2023,06/30/2024
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,CARLSBAD,NM,88220.0,EDDY,(575) 887-4562,,,,,,,,,,,,,,,,,4,,,,,
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87114.0,BERNALILLO,(505) 727-2001,,,,,,,,,,,,,,,,,4,,,,,
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130.0,ROOSEVELT,(575) 356-3412,97.0,3.0,0.0,99.0,96.0,4.0,0.0,98.0,89.0,11.0,0.0,96.0,81.0,18.0,1.0,93.0,2,1098.0,271.0,25.0,07/01/2023,06/30/2024
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011.0,DONA ANA,(575) 556-7610,,,,,,,,,,,,,,,,,4,,,,,
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201.0,CHAVES,(575) 625-3345,,,,,,,,,,,,,,,,,4,,,,,
320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,4801 BECKNER ROAD,SANTA FE,NM,87507.0,SANTA FE,(505) 772-1234,97.0,3.0,0.0,98.0,91.0,7.0,2.0,94.0,86.0,12.0,2.0,94.0,85.0,14.0,1.0,94.0,,4373.0,1173.0,27.0,07/01/2023,06/30/2024
320091,THREE CROSSES REGIONAL HOSPITAL LLC,2560 SAMARITAN DRIVE,LAS CRUCES,NM,88001.0,DONA ANA,(575) 421-8274,,,,,,,,,,,,,,,,,4,,,,,
321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801.0,SOCORRO,(575) 835-1140,97.0,3.0,0.0,99.0,93.0,6.0,1.0,96.0,88.0,12.0,0.0,95.0,83.0,15.0,2.0,93.0,3,390.0,70.0,18.0,07/01/2023,06/30/2024
321305,NOR-LEA HOSPITAL DISTRICT,1600 NORTH MAIN AVE,LOVINGTON,NM,88260.0,LEA,(575) 396-6611,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,92.0,8.0,0.0,97.0,91.0,7.0,2.0,96.0,,1761.0,290.0,17.0,07/01/2023,06/30/2024
321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO,NM,88345.0,LINCOLN,(575) 257-2800,97.0,3.0,0.0,99.0,92.0,7.0,1.0,96.0,86.0,11.0,3.0,95.0,86.0,14.0,0.0,95.0,,942.0,213.0,23.0,07/01/2023,06/30/2024
321309,MIMBRES MEMORIAL HOSPITAL,900 W ASH,DEMING,NM,88030.0,LUNA,(575) 546-5803,,,,,,,,,,,,,,,,,4,,,,,
321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,87571.0,TAOS,(575) 758-8883,97.0,3.0,0.0,99.0,93.0,6.0,1.0,96.0,86.0,13.0,1.0,94.0,79.0,19.0,2.0,92.0,,1495.0,417.0,28.0,07/01/2023,06/30/2024
321312,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701.0,SAN MIGUEL,(505) 426-3930,,,,,,,,,,,,,,,,,4,,,,,
330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210.0,ERIE,(716) 859-8620,94.0,5.0,1.0,97.0,85.0,12.0,3.0,91.0,79.0,16.0,5.0,91.0,74.0,23.0,3.0,90.0,,8510.0,2395.0,28.0,07/01/2023,06/30/2024
