state,measure_id,measure_name,score,footnote,start_date,end_date
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.570,,07/01/2023,06/30/2024
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.729,,07/01/2023,06/30/2024
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.646,,07/01/2023,06/30/2024
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.542,,07/01/2023,06/30/2024
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.686,,07/01/2023,06/30/2024
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.611,,07/01/2023,06/30/2024
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.747,,07/01/2023,06/30/2024
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.991,,07/01/2023,06/30/2024
MO,HAI_3_SIR,SSI - Colon Surgery,0.863,,07/01/2023,06/30/2024
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.641,,07/01/2023,06/30/2024
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.160,,07/01/2023,06/30/2024
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.872,,07/01/2023,06/30/2024
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.731,,07/01/2023,06/30/2024
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.958,,07/01/2023,06/30/2024
MO,HAI_5_SIR,MRSA Bacteremia,0.839,,07/01/2023,06/30/2024
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.374,,07/01/2023,06/30/2024
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.428,,07/01/2023,06/30/2024
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.400,,07/01/2023,06/30/2024
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5.0,07/01/2023,06/30/2024
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.741,,07/01/2023,06/30/2024
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.007,,07/01/2023,06/30/2024
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.866,,07/01/2023,06/30/2024
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.506,,07/01/2023,06/30/2024
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.699,,07/01/2023,06/30/2024
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.597,,07/01/2023,06/30/2024
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.740,,07/01/2023,06/30/2024
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.120,,07/01/2023,06/30/2024
MS,HAI_3_SIR,SSI - Colon Surgery,0.915,,07/01/2023,06/30/2024
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.922,,07/01/2023,06/30/2024
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.760,,07/01/2023,06/30/2024
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.290,,07/01/2023,06/30/2024
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.627,,07/01/2023,06/30/2024
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.958,,07/01/2023,06/30/2024
MS,HAI_5_SIR,MRSA Bacteremia,0.779,,07/01/2023,06/30/2024
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.353,,07/01/2023,06/30/2024
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.440,,07/01/2023,06/30/2024
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.395,,07/01/2023,06/30/2024
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.248,,07/01/2023,06/30/2024
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.744,,07/01/2023,06/30/2024
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.446,,07/01/2023,06/30/2024
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.414,,07/01/2023,06/30/2024
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.840,,07/01/2023,06/30/2024
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.599,,07/01/2023,06/30/2024
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.578,,07/01/2023,06/30/2024
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.270,,07/01/2023,06/30/2024
MT,HAI_3_SIR,SSI - Colon Surgery,0.873,,07/01/2023,06/30/2024
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.726,,07/01/2023,06/30/2024
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.549,,07/01/2023,06/30/2024
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.430,,07/01/2023,06/30/2024
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.342,,07/01/2023,06/30/2024
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.950,,07/01/2023,06/30/2024
MT,HAI_5_SIR,MRSA Bacteremia,0.589,,07/01/2023,06/30/2024
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.335,,07/01/2023,06/30/2024
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.515,,07/01/2023,06/30/2024
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.418,,07/01/2023,06/30/2024
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.773,,07/01/2023,06/30/2024
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.917,,07/01/2023,06/30/2024
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.843,,07/01/2023,06/30/2024
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.541,,07/01/2023,06/30/2024
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.656,,07/01/2023,06/30/2024
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.597,,07/01/2023,06/30/2024
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.818,,07/01/2023,06/30/2024
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.028,,07/01/2023,06/30/2024
NC,HAI_3_SIR,SSI - Colon Surgery,0.918,,07/01/2023,06/30/2024
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.813,,07/01/2023,06/30/2024
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.304,,07/01/2023,06/30/2024
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.037,,07/01/2023,06/30/2024
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.690,,07/01/2023,06/30/2024
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.857,,07/01/2023,06/30/2024
NC,HAI_5_SIR,MRSA Bacteremia,0.770,,07/01/2023,06/30/2024
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.318,,07/01/2023,06/30/2024
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.359,,07/01/2023,06/30/2024
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.338,,07/01/2023,06/30/2024
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.300,,07/01/2023,06/30/2024
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.696,,07/01/2023,06/30/2024
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.467,,07/01/2023,06/30/2024
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.183,,07/01/2023,06/30/2024
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.508,,07/01/2023,06/30/2024
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.315,,07/01/2023,06/30/2024
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.585,,07/01/2023,06/30/2024
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.356,,07/01/2023,06/30/2024
ND,HAI_3_SIR,SSI - Colon Surgery,0.910,,07/01/2023,06/30/2024
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.308,,07/01/2023,06/30/2024
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.295,,07/01/2023,06/30/2024
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.211,,07/01/2023,06/30/2024
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.314,,07/01/2023,06/30/2024
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.905,,07/01/2023,06/30/2024
ND,HAI_5_SIR,MRSA Bacteremia,0.552,,07/01/2023,06/30/2024
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.238,,07/01/2023,06/30/2024
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.405,,07/01/2023,06/30/2024
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.313,,07/01/2023,06/30/2024
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.326,,07/01/2023,06/30/2024
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.633,,07/01/2023,06/30/2024
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.460,,07/01/2023,06/30/2024
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.570,,07/01/2023,06/30/2024
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.925,,07/01/2023,06/30/2024
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.731,,07/01/2023,06/30/2024
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.639,,07/01/2023,06/30/2024
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.113,,07/01/2023,06/30/2024
NE,HAI_3_SIR,SSI - Colon Surgery,0.851,,07/01/2023,06/30/2024
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.336,,07/01/2023,06/30/2024
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.110,,07/01/2023,06/30/2024
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.639,,07/01/2023,06/30/2024
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.424,,07/01/2023,06/30/2024
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.832,,07/01/2023,06/30/2024
NE,HAI_5_SIR,MRSA Bacteremia,0.603,,07/01/2023,06/30/2024
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.445,,07/01/2023,06/30/2024
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.574,,07/01/2023,06/30/2024
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.506,,07/01/2023,06/30/2024
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.380,,07/01/2023,06/30/2024
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.746,,07/01/2023,06/30/2024
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.540,,07/01/2023,06/30/2024
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.614,,07/01/2023,06/30/2024
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.986,,07/01/2023,06/30/2024
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.784,,07/01/2023,06/30/2024
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.432,,07/01/2023,06/30/2024
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.935,,07/01/2023,06/30/2024
NH,HAI_3_SIR,SSI - Colon Surgery,0.647,,07/01/2023,06/30/2024
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.241,,07/01/2023,06/30/2024
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.829,,07/01/2023,06/30/2024
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.758,,07/01/2023,06/30/2024
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.351,,07/01/2023,06/30/2024
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.829,,07/01/2023,06/30/2024
NH,HAI_5_SIR,MRSA Bacteremia,0.552,,07/01/2023,06/30/2024
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.536,,07/01/2023,06/30/2024
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.713,,07/01/2023,06/30/2024
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.620,,07/01/2023,06/30/2024
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.450,,07/01/2023,06/30/2024
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.594,,07/01/2023,06/30/2024
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.518,,07/01/2023,06/30/2024
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.459,,07/01/2023,06/30/2024
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.594,,07/01/2023,06/30/2024
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.523,,07/01/2023,06/30/2024
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.698,,07/01/2023,06/30/2024
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.933,,07/01/2023,06/30/2024
NJ,HAI_3_SIR,SSI - Colon Surgery,0.809,,07/01/2023,06/30/2024
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.689,,07/01/2023,06/30/2024
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.194,,07/01/2023,06/30/2024
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.915,,07/01/2023,06/30/2024
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.637,,07/01/2023,06/30/2024
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.834,,07/01/2023,06/30/2024
NJ,HAI_5_SIR,MRSA Bacteremia,0.730,,07/01/2023,06/30/2024
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.337,,07/01/2023,06/30/2024
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.385,,07/01/2023,06/30/2024
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.360,,07/01/2023,06/30/2024
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.450,,07/01/2023,06/30/2024
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.825,,07/01/2023,06/30/2024
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.616,,07/01/2023,06/30/2024
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.305,,07/01/2023,06/30/2024
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.559,,07/01/2023,06/30/2024
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.418,,07/01/2023,06/30/2024
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.723,,07/01/2023,06/30/2024
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.308,,07/01/2023,06/30/2024
NM,HAI_3_SIR,SSI - Colon Surgery,0.983,,07/01/2023,06/30/2024
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.969,,07/01/2023,06/30/2024
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.601,,07/01/2023,06/30/2024
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.637,,07/01/2023,06/30/2024
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.491,,07/01/2023,06/30/2024
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.019,,07/01/2023,06/30/2024
NM,HAI_5_SIR,MRSA Bacteremia,0.719,,07/01/2023,06/30/2024
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.511,,07/01/2023,06/30/2024
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.652,,07/01/2023,06/30/2024
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.579,,07/01/2023,06/30/2024
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.510,,07/01/2023,06/30/2024
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.736,,07/01/2023,06/30/2024
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.615,,07/01/2023,06/30/2024
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.290,,07/01/2023,06/30/2024
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.464,,07/01/2023,06/30/2024
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.369,,07/01/2023,06/30/2024
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.595,,07/01/2023,06/30/2024
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.002,,07/01/2023,06/30/2024
NV,HAI_3_SIR,SSI - Colon Surgery,0.779,,07/01/2023,06/30/2024
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.260,,07/01/2023,06/30/2024
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.061,,07/01/2023,06/30/2024
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.559,,07/01/2023,06/30/2024
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.559,,07/01/2023,06/30/2024
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.894,,07/01/2023,06/30/2024
NV,HAI_5_SIR,MRSA Bacteremia,0.712,,07/01/2023,06/30/2024
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.208,,07/01/2023,06/30/2024
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.276,,07/01/2023,06/30/2024
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.240,,07/01/2023,06/30/2024
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.703,,07/01/2023,06/30/2024
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.799,,07/01/2023,06/30/2024
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.750,,07/01/2023,06/30/2024
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.532,,07/01/2023,06/30/2024
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.608,,07/01/2023,06/30/2024
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.569,,07/01/2023,06/30/2024
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.674,,07/01/2023,06/30/2024
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.832,,07/01/2023,06/30/2024
NY,HAI_3_SIR,SSI - Colon Surgery,0.750,,07/01/2023,06/30/2024
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.902,,07/01/2023,06/30/2024
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.333,,07/01/2023,06/30/2024
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.102,,07/01/2023,06/30/2024
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.736,,07/01/2023,06/30/2024
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.865,,07/01/2023,06/30/2024
NY,HAI_5_SIR,MRSA Bacteremia,0.798,,07/01/2023,06/30/2024
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.375,,07/01/2023,06/30/2024
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.407,,07/01/2023,06/30/2024
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.390,,07/01/2023,06/30/2024
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.548,,07/01/2023,06/30/2024
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.665,,07/01/2023,06/30/2024
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.604,,07/01/2023,06/30/2024
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.431,,07/01/2023,06/30/2024
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.524,,07/01/2023,06/30/2024
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.476,,07/01/2023,06/30/2024
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.016,,07/01/2023,06/30/2024
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.221,,07/01/2023,06/30/2024
OH,HAI_3_SIR,SSI - Colon Surgery,1.115,,07/01/2023,06/30/2024
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.047,,07/01/2023,06/30/2024
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.535,,07/01/2023,06/30/2024
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.273,,07/01/2023,06/30/2024
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.691,,07/01/2023,06/30/2024
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.857,,07/01/2023,06/30/2024
OH,HAI_5_SIR,MRSA Bacteremia,0.771,,07/01/2023,06/30/2024
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.417,,07/01/2023,06/30/2024
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.463,,07/01/2023,06/30/2024
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.439,,07/01/2023,06/30/2024
